date,gross_return,cost,net_return,n_holdings,exposure,equity_gross,equity_net
2015-04-06,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-07,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-08,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-09,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-10,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-13,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-14,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-15,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-16,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-17,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-20,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-21,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-22,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-23,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-24,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-27,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-28,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-29,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-04-30,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-01,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-04,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-05,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-06,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-07,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-08,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-11,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-12,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-13,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-14,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-15,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-18,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-19,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-20,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-21,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-22,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-26,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-27,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-28,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-05-29,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-01,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-02,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-03,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-04,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-05,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-08,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-09,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-10,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-11,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-12,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-15,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-16,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-17,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-18,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-19,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-22,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-23,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-24,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-25,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-26,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-29,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-06-30,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-01,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-02,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-06,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-07,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-08,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-09,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-10,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-13,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-14,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-15,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-16,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-17,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-20,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-21,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-22,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-23,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-24,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-27,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-28,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-29,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-30,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-07-31,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-03,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-04,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-05,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-06,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-07,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-10,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-11,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-12,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-13,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-14,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-17,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-18,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-19,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-20,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-21,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-24,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-25,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-26,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-27,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-28,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-08-31,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-01,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-02,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-03,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-04,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-08,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-09,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-10,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-11,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-14,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-15,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-16,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-17,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-18,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-21,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-22,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-23,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-24,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-25,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-28,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-29,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-09-30,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-01,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-02,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-05,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-06,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-07,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-08,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-09,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-12,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-13,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-14,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-15,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-16,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-19,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-20,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-21,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-22,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-23,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-26,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-27,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-28,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-29,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-10-30,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-02,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-03,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-04,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-05,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-06,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-09,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-10,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-11,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-12,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-13,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-16,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-17,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-18,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-19,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-20,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-23,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-24,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-25,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-27,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-11-30,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-01,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-02,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-03,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-04,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-07,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-08,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-09,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-10,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-11,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-14,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-15,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-16,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-17,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-18,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-21,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-22,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-23,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-24,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-28,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-29,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-30,0.0,0.0,0.0,0,0.0,1.0,1.0
2015-12-31,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-04,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-05,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-06,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-07,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-08,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-11,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-12,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-13,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-14,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-15,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-19,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-20,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-21,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-22,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-25,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-26,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-27,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-28,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-01-29,0.0,0.0,0.0,0,0.0,1.0,1.0
2016-02-01,0.006573956223360378,0.00035900773190209156,0.006214948491458286,40,1.0,1.0065739562233604,1.0062149484914582
2016-02-02,-0.02217683426257909,0.0,-0.02217683426257909,40,1.0,0.9842513324231664,0.9839002863462336
2016-02-03,0.0020402790084492004,0.0,0.0020402790084492004,40,1.0,0.9862594797557477,0.9859077174468731
2016-02-04,0.0002866897263443906,0.0,0.0002866897263443906,40,1.0,0.9865422302161035,0.9861903670605888
2016-02-05,-0.027947163838793636,0.0,-0.027947163838793636,40,1.0,0.9589711728743653,0.9586291432961066
2016-02-08,-0.026579426774938027,0.0,-0.026579426774938027,40,1.0,0.9334822688056746,0.9331493301775461
2016-02-09,0.008570775028687978,0.0,0.008570775028687978,40,1.0,0.9414829353248774,0.9411471431546689
2016-02-10,0.00039733685501710646,0.0,0.00039733685501710646,40,1.0,0.9418570211934517,0.9415210956006383
2016-02-11,-0.011580928955202165,0.0,-0.011580928955202165,40,1.0,0.930949441945052,0.9306174066826632
2016-02-12,0.02351548513050631,0.0,0.02351548513050631,40,1.0,0.9528411697043642,0.9525013264716998
2016-02-16,0.019154389884938717,0.0,0.019154389884938717,40,1.0,0.9710922609673026,0.9707459082448601
2016-02-17,0.021667126266108932,0.0,0.021667126266108932,40,1.0,0.9921330396017224,0.9917791824111101
2016-02-18,-0.00867448001237212,0.0,-0.00867448001237212,40,1.0,0.9835268013800832,0.9831760137165981
2016-02-19,0.0058981937301274,0.0,0.0058981937301274,40,1.0,0.9893278329933956,0.988974976316313
2016-02-22,0.014351502006654962,0.0,0.014351502006654962,40,1.0,1.0035261733738399,1.003168252673448
2016-02-23,-0.008993725779430972,0.0,-0.008993725779430972,40,1.0,0.9945007341580338,0.994146032498272
2016-02-24,0.0038745769462679956,0.0,0.0038745769462679956,40,1.0,0.9983540037756491,0.9979979277970137
2016-02-25,0.0161891915008603,0.0,0.0161891915008603,40,1.0,1.0145165479284237,1.0141547073675812
2016-02-26,0.0006476265214562706,0.0,0.0006476265214562706,40,1.0,1.0151735757513185,1.0148115008529321
2016-02-29,-0.009123196979905601,0.0,-0.009123196979905601,40,1.0,1.0059119472509441,1.0055531756331773
2016-03-01,0.018179159219671222,0.000250448707257079,0.017928710512414143,40,1.0,1.0241985807009886,1.0235814474239433
2016-03-02,-0.0006767421396025484,0.0,-0.0006767421396025484,40,1.0,1.0235054623621072,1.0228887467251562
2016-03-03,0.0017818688496815344,0.0,0.0017818688496815344,40,1.0,1.0253292148629691,1.0247114003196356
2016-03-04,0.0021986098036536478,0.0,0.0021986098036536478,40,1.0,1.0275835137267395,1.026964340850294
2016-03-07,-0.002512312543656978,0.0,-0.002512312543656978,40,1.0,1.0250019027755486,1.0243842854548872
2016-03-08,-0.003750112163344848,0.0,-0.003750112163344848,40,1.0,1.0211580306724983,1.0205427294860636
2016-03-09,0.0050369636829943176,0.0,0.0050369636829943176,40,1.0,1.0263015665875936,1.0256831661514287
2016-03-10,0.004867744155799436,0.0,0.004867744155799436,40,1.0,1.0312973400404382,1.030675929389164
2016-03-11,0.014765154435941893,0.0,0.014765154435941893,40,1.0,1.0465246045355114,1.0458940186600032
2016-03-14,0.0015093485832424012,0.0,0.0015093485832424012,40,1.0,1.0481041749646955,1.0474726373152894
2016-03-15,-0.0015777137853583032,0.0,-0.0015777137853583032,40,1.0,1.0464505665593622,1.0458200252956114
2016-03-16,0.003954681122941131,0.0,0.003954681122941131,40,1.0,1.0505889448610255,1.0499559100076419
2016-03-17,0.002783604744607549,0.0,0.002783604744607549,40,1.0,1.0535133692325729,1.0528785722603677
2016-03-18,0.004002252904244827,0.0,0.004002252904244827,40,1.0,1.0577297961742447,1.0570924585840138
2016-03-21,-0.0006343545590678872,0.0,-0.0006343545590678872,40,1.0,1.0570588204557796,1.0564218871635547
2016-03-22,-0.0007239554426536152,0.0,-0.0007239554426536152,40,1.0,1.0562935569695056,1.0556570847886042
2016-03-23,-0.002024259415213964,0.0,-0.002024259415213964,40,1.0,1.0541553447915801,1.0535201609954834
2016-03-24,0.00027308327959895155,0.0,0.00027308327959895155,40,1.0,1.0544432169903426,1.0538078597361717
2016-03-28,0.0037398586326918256,0.0,0.0037398586326918256,40,1.0,1.0583866855580872,1.0577489521576044
2016-03-29,0.011677833006935881,0.0,0.011677833006935881,40,1.0,1.070746348528799,1.0701011677841623
2016-03-30,0.004585205312096485,0.0,0.004585205312096485,40,1.0,1.0756559403739812,1.075007801343167
2016-03-31,-0.0018409456398016224,0.0,-0.0018409456398016224,40,1.0,1.073675716260623,1.0730287704185315
2016-04-01,0.009796298915095137,0.0001426377727079809,0.009653661142387157,40,1.0,1.0841937645149908,1.0833874265641843
2016-04-04,-0.0027366544402837568,0.0,-0.0027366544402837568,40,1.0,1.081226700835203,1.0804225695527299
2016-04-05,-0.012011568117327967,0.0,-0.012011568117327967,40,1.0,1.0682394726678472,1.0674450002630487
2016-04-06,0.00785737584013065,0.0,0.00785737584013065,40,1.0,1.0766330316918613,1.0758323168187838
2016-04-07,-0.010678067501861701,0.0,-0.010678067501861701,40,1.0,1.0651366715047215,1.0643445067191084
2016-04-08,0.0014046342576194753,0.0,0.0014046342576194753,40,1.0,1.066632798962564,1.0658395214751553
2016-04-11,-0.003064241538159477,0.0,-0.003064241538159477,40,1.0,1.0633643784340197,1.0625735317404392
2016-04-12,0.008128673485096466,0.0,0.008128673485096466,40,1.0,1.0720081202619924,1.071210845033863
2016-04-13,0.0053063436380506035,0.0,0.0053063436380506035,40,1.0,1.077696563730883,1.0768950578864191
2016-04-14,-0.0017793905212045798,0.0,-0.0017793905212045798,40,1.0,1.0757789206806456,1.074978841028084
2016-04-15,0.002520973154673328,0.0,0.002520973154673328,40,1.0,1.078490930460045,1.0776888338281578
2016-04-18,0.005077333573023695,0.0,0.005077333573023695,40,1.0,1.0839667886694713,1.0831606195254262
2016-04-19,-0.000395497463327815,0.0,-0.000395497463327815,40,1.0,1.083538082554221,1.0827322322480273
2016-04-20,-0.006680163535202744,0.0,-0.006680163535202744,40,1.0,1.0762998709661387,1.0754994038717753
2016-04-21,-0.012713675493063053,0.0,-0.012713675493063053,40,1.0,1.0626161436734496,1.0618258534579668
2016-04-22,0.0036981094172952676,0.0,0.0036981094172952676,40,1.0,1.0665458144413382,1.0657526016461671
2016-04-25,0.0015772582392993423,0.0,0.0015772582392993423,40,1.0,1.0682280326147562,1.0674335687181684
2016-04-26,0.0021217870589172075,0.0,0.0021217870589172075,40,1.0,1.0704945850303307,1.0696984354505283
2016-04-27,0.006419881939579009,0.0,0.006419881939579009,40,1.0,1.0773670338831842,1.0765657731170732
2016-04-28,-0.0064108591917738465,0.0,-0.0064108591917738465,40,1.0,1.0704601855311,1.0696640615349364
2016-04-29,0.002299340707569972,0.0,0.002299340707569972,40,1.0,1.0729215382115245,1.0721235836550485
2016-05-02,0.010906716791419947,8.991825943626157e-05,0.010816798531983685,40,1.0,1.0846235895682121,1.0837205284608333
2016-05-03,-0.003363322153944739,0.0,-0.003363322153944739,40,1.0,1.0809756510207262,1.0800756271987764
2016-05-04,0.0015181300213956417,0.0,0.0015181300213956417,40,1.0,1.0826167126089383,1.0817153224338045
2016-05-05,-0.0009492605141238702,0.0,-0.0009492605141238702,40,1.0,1.0815890273117281,1.0806884927906952
2016-05-06,0.0028102097822616245,0.0,0.0028102097822616245,40,1.0,1.0846285193766663,1.0837254541647132
2016-05-09,0.006500107897128094,0.0,0.006500107897128094,40,1.0,1.091678721780917,1.090769786547648
2016-05-10,0.00861674560596927,0.0,0.00861674560596927,40,1.0,1.101085439609953,1.1001686723130066
2016-05-11,-0.00785540374535465,0.0,-0.00785540374535465,40,1.0,1.0924359689236856,1.0915264032039973
2016-05-12,0.0028695050172674237,0.0,0.0028695050172674237,40,1.0,1.0955707194175555,1.094658543694471
2016-05-13,-0.006726045584448862,0.0,-0.006726045584448862,40,1.0,1.0882018608177655,1.0872958204301755
2016-05-16,0.007620467109369373,0.0,0.007620467109369373,40,1.0,1.0964944673064818,1.0955815224679184
2016-05-17,-0.012017353788195954,0.0,-0.012017353788195954,40,1.0,1.0833175053660604,1.082415531708611
2016-05-18,-0.002410127183934013,0.0,-0.002410127183934013,40,1.0,1.0807065723975462,1.0798067726113278
2016-05-19,0.0009128945992168506,0.0,0.0009128945992168506,40,1.0,1.0816931435908261,1.0807925223822425
2016-05-20,0.00719764044824191,0.0,0.00719764044824191,40,1.0,1.0894787819137215,1.0885716783574984
2016-05-23,-0.004810691870112011,0.0,-0.004810691870112011,40,1.0,1.0842376351949097,1.0833348954343898
2016-05-24,0.014919397309386491,0.0,0.014919397309386491,40,1.0,1.100413807252172,1.099497599158498
2016-05-25,0.0014192421710552878,0.0,0.0014192421710552878,40,1.0,1.101975560933036,1.1010580525181979
2016-05-26,0.005552024458321801,0.0,0.005552024458321801,40,1.0,1.108093756199809,1.107171153755811
2016-05-27,0.005481151077032254,0.0,0.005481151077032254,40,1.0,1.1141673854850562,1.1132397261176787
2016-05-31,0.0008671347823250352,0.0,0.0008671347823250352,40,1.0,1.1151335187783424,1.1142050550052613
2016-06-01,0.0031833310824870785,0.00016254890041527206,0.0030207821820718065,40,1.0,1.1186833579697928,1.1175708257825956
2016-06-02,0.0034286852679496493,0.0,0.0034286852679496493,40,1.0,1.1225189711187644,1.1214026244088469
2016-06-03,0.0011964114265332754,0.0,0.0011964114265332754,40,1.0,1.1238619656423112,1.122744283322434
2016-06-06,0.0010863006858387982,0.0,0.0010863006858387982,40,1.0,1.1250828176663765,1.1239639212074286
2016-06-07,0.001415894006099816,0.0,0.001415894006099816,40,1.0,1.1266758156842762,1.1255553349865386
2016-06-08,0.0044193758205417115,0.0,0.0044193758205417115,40,1.0,1.1316550195417006,1.1305295870186598
2016-06-09,0.003851712982027883,0.0,0.003851712982027883,40,1.0,1.1360138298716465,1.1348840625055463
2016-06-10,-0.006101179848274941,0.0,-0.006101179848274941,40,1.0,1.129082805185472,1.127959930733259
2016-06-13,-0.0049477455561146464,0.0,-0.0049477455561146464,40,1.0,1.1234963907536302,1.1223790719984983
2016-06-14,0.0018505928021741833,0.0,0.0018505928021741833,40,1.0,1.1255755250876274,1.1244561386304497
2016-06-15,-0.002149032290728569,0.0,-0.002149032290728569,40,1.0,1.1231566269385602,1.122039646079025
2016-06-16,0.005780702045819222,0.0,0.005780702045819222,40,1.0,1.1296492607496793,1.1285258229566042
2016-06-17,-0.004382350761672983,0.0,-0.004382350761672983,40,1.0,1.1246987414514096,1.1235802269568027
2016-06-20,0.007113807762833813,0.0,0.007113807762833813,40,1.0,1.1326996320891962,1.1315731606974946
2016-06-21,0.004208711776633841,0.0,0.004208711776633841,40,1.0,1.137466838370159,1.136335625985045
2016-06-22,-0.0010759701149176105,0.0,-0.0010759701149176105,40,1.0,1.1362429580453628,1.135112962810969
2016-06-23,0.009288210730724769,0.0,0.009288210730724769,40,1.0,1.1467966220809902,1.1456561312127347
2016-06-24,-0.024423761709971722,0.0,-0.024423761709971722,40,1.0,1.1187875346534837,1.1176748988624268
2016-06-27,-0.00924901348408907,0.0,-0.00924901348408907,40,1.0,1.108439853659643,1.1073375086520203
