signal_date,symbol,factor,weight,beta,vix
2015-10-30,WMT,0.009696936783118958,0.04,0.7568645944995951,14.609999656677246
2015-10-30,HD,0.010631534024181998,0.04,1.0495485482131166,14.609999656677246
2015-10-30,SO,0.01100569861886127,0.04,0.5125215745921755,14.609999656677246
2015-10-30,EG,0.011405462000799015,0.04,0.7338312254340971,14.609999656677246
2015-10-30,AVB,0.011410281435245117,0.04,0.6918477257281297,14.609999656677246
2015-10-30,WEC,0.01171354637980011,0.04,0.6234901717934844,14.609999656677246
2015-10-30,D,0.011744430895121338,0.04,0.5713121481202159,14.609999656677246
2015-10-30,RL,0.011771933107086064,0.04,1.0579725459945923,14.609999656677246
2015-10-30,AJG,0.011902456200333634,0.04,0.7112199584823664,14.609999656677246
2015-10-30,BG,0.011983212923392949,0.04,0.6691277623985457,14.609999656677246
2015-10-30,ES,0.012000423428825392,0.04,0.5842895827685058,14.609999656677246
2015-10-30,T,0.01202731945052431,0.04,0.6931020481581459,14.609999656677246
2015-10-30,CBOE,0.012180833838987892,0.04,0.40120481175869965,14.609999656677246
2015-10-30,UPS,0.012244626261925396,0.04,0.8886659014587367,14.609999656677246
2015-10-30,MSI,0.012368557136507797,0.04,0.7944649300341095,14.609999656677246
2015-10-30,CHD,0.012376208354522245,0.04,0.7010414275511615,14.609999656677246
2015-10-30,ACGL,0.012379199532680341,0.04,0.6046508757308546,14.609999656677246
2015-10-30,WELL,0.012495508324537408,0.04,0.5227538897238754,14.609999656677246
2015-10-30,CLX,0.012569088040312293,0.04,0.6556705133271429,14.609999656677246
2015-10-30,ED,0.012805084839006798,0.04,0.5208560967339497,14.609999656677246
2015-10-30,PNW,0.012865051956130635,0.04,0.569173565565932,14.609999656677246
2015-10-30,EIX,0.012882943332545471,0.04,0.5796407028096906,14.609999656677246
2015-10-30,UDR,0.01300172584021042,0.04,0.7219345002198696,14.609999656677246
2015-10-30,DOC,0.013017578538067332,0.04,0.605734775363185,14.609999656677246
2015-10-30,LNT,0.013123352779103392,0.04,0.6916647140528932,14.609999656677246
2015-11-30,ACGL,0.0046573734178472215,0.04,0.5952971303468833,15.119999885559082
2015-11-30,BR,0.005595445986834413,0.04,0.9170481829341062,15.119999885559082
2015-11-30,GEN,0.006851145064433117,0.04,1.0017374979266023,15.119999885559082
2015-11-30,MO,0.007678694791157614,0.04,0.7229564754116342,15.119999885559082
2015-11-30,KLAC,0.007699662666316875,0.04,1.0148287503418736,15.119999885559082
2015-11-30,LYV,0.007928309086598473,0.04,0.9769231128871012,15.119999885559082
2015-11-30,D,0.008011887322601252,0.04,0.5537219262358248,15.119999885559082
2015-11-30,CINF,0.008021581662352738,0.04,0.928209848330177,15.119999885559082
2015-11-30,FISV,0.008086100885834124,0.04,1.0620018356510021,15.119999885559082
2015-11-30,UNP,0.008144105541436741,0.04,1.1413673860886315,15.119999885559082
2015-11-30,NTAP,0.008223698157149028,0.04,0.8799261202227301,15.119999885559082
2015-11-30,MCD,0.008406952371842368,0.04,0.8845873624209613,15.119999885559082
2015-11-30,MRK,0.008531479298829182,0.04,0.975591032430347,15.119999885559082
2015-11-30,ED,0.00859221294601058,0.04,0.5179474237774023,15.119999885559082
2015-11-30,CHTR,0.008695851185828473,0.04,0.9589237968432741,15.119999885559082
2015-11-30,AXP,0.008710030352331088,0.04,0.8156899047290687,15.119999885559082
2015-11-30,FDS,0.008993081952950278,0.04,0.8748764397777454,15.119999885559082
2015-11-30,CHRW,0.009024457918562101,0.04,0.9782610289192907,15.119999885559082
2015-11-30,T,0.009044560280644421,0.04,0.6959246849618635,15.119999885559082
2015-11-30,ADP,0.009103428518531409,0.04,1.0094560704216482,15.119999885559082
2015-11-30,RTX,0.009179328294256495,0.04,0.9350766835581561,15.119999885559082
2015-11-30,PG,0.009254876984759441,0.04,0.7625542155063787,15.119999885559082
2015-11-30,JNJ,0.009263523036442668,0.04,0.8397138527932744,15.119999885559082
2015-11-30,EG,0.009378439260497418,0.04,0.7142121045728538,15.119999885559082
2015-11-30,MA,0.009446746109565796,0.04,1.1029319633225299,15.119999885559082
2015-12-31,JKHY,0.005518376461529684,0.04,0.7767708325109641,17.290000915527344
2015-12-31,ACGL,0.008303131766130178,0.04,0.5816473973097548,17.290000915527344
2015-12-31,CPRT,0.00896547649966326,0.04,0.7240402364931686,17.290000915527344
2015-12-31,RMD,0.00971219426537262,0.04,0.7197236972086118,17.290000915527344
2015-12-31,SYY,0.009859914442946715,0.04,0.5687557864661236,17.290000915527344
2015-12-31,COR,0.009905266245701405,0.04,0.5979310606068158,17.290000915527344
2015-12-31,DVA,0.009966247497315627,0.04,0.6317801099990045,17.290000915527344
2015-12-31,IEX,0.010590541167162204,0.04,0.866951993179464,17.290000915527344
2015-12-31,LIN,0.010619718588827976,0.04,0.8089357463662175,17.290000915527344
2015-12-31,JBHT,0.010643664866710844,0.04,0.8002132991267796,17.290000915527344
2015-12-31,PFE,0.010731861364376183,0.04,0.9360866437385378,17.290000915527344
2015-12-31,MSI,0.01093503321472573,0.04,0.7885661366804007,17.290000915527344
2015-12-31,UPS,0.01103301447636893,0.04,0.8798361790979433,17.290000915527344
2015-12-31,LYV,0.011257000769397774,0.04,0.9454665427891153,17.290000915527344
2015-12-31,HUM,0.011385894687146436,0.04,0.675540539222661,17.290000915527344
2015-12-31,NTAP,0.01145524182978761,0.04,0.8704015005810669,17.290000915527344
2015-12-31,ARE,0.011592224353774761,0.04,0.6860097665740011,17.290000915527344
2015-12-31,EG,0.011609402037089956,0.04,0.6842684513997809,17.290000915527344
2015-12-31,GD,0.011623875663223204,0.04,0.929959370431916,17.290000915527344
2015-12-31,BR,0.01167797895981577,0.04,0.897312611716587,17.290000915527344
2015-12-31,PANW,0.011717505911665515,0.04,0.8561887492668417,17.290000915527344
2015-12-31,CCI,0.011847640120275971,0.04,0.6753360283306601,17.290000915527344
2015-12-31,REG,0.011880301336953326,0.04,0.7995748684263372,17.290000915527344
2015-12-31,DPZ,0.011919945226090833,0.04,0.7869502987472529,17.290000915527344
2015-12-31,GPC,0.011985691219620209,0.04,0.9613073087726847,17.290000915527344
2016-01-29,AXP,0.007403333121627176,0.04,0.6862033987079602,22.420000076293945
2016-01-29,SYY,0.008000129253846744,0.04,0.53807838703315,22.420000076293945
2016-01-29,IQV,0.00895378208905404,0.04,0.8292449017380265,22.420000076293945
2016-01-29,ACGL,0.009040480217485446,0.04,0.5551171695994173,22.420000076293945
2016-01-29,RTX,0.009694898313348821,0.04,0.8996795367279756,22.420000076293945
2016-01-29,PFE,0.010198492335681042,0.04,0.9007621892122837,22.420000076293945
2016-01-29,NSC,0.010553382360319219,0.04,0.9228182711272699,22.420000076293945
2016-01-29,DHR,0.010864199205239001,0.04,0.9386520525873546,22.420000076293945
2016-01-29,COR,0.010914721486355462,0.04,0.6200915486692493,22.420000076293945
2016-01-29,KEY,0.011686172963659392,0.04,1.2076171676345353,22.420000076293945
2016-01-29,KO,0.011784150652829384,0.04,0.6153124734336419,22.420000076293945
2016-01-29,TFC,0.0123000362346112,0.04,1.0358370174728821,22.420000076293945
2016-01-29,SO,0.012416980182702052,0.04,0.4960756860330001,22.420000076293945
2016-01-29,ESS,0.012759191832177797,0.04,0.7517869654814708,22.420000076293945
2016-01-29,DGX,0.012853393145588532,0.04,0.9064666566641115,22.420000076293945
2016-01-29,ALL,0.013030873860441794,0.04,0.8203569435715939,22.420000076293945
2016-01-29,AME,0.013061395617544668,0.04,1.0332965985038396,22.420000076293945
2016-01-29,IBM,0.01309626346548005,0.04,0.9750384433439492,22.420000076293945
2016-01-29,TRV,0.01342161942676241,0.04,0.8775714730834966,22.420000076293945
2016-01-29,HUM,0.013441417541512023,0.04,0.6531373764129851,22.420000076293945
2016-01-29,VRSK,0.01373882392719592,0.04,0.8142550819574398,22.420000076293945
2016-01-29,TSLA,0.013827459107713436,0.04,1.1384057029381476,22.420000076293945
2016-01-29,GM,0.01416093613675291,0.04,0.9852532551393658,22.420000076293945
2016-01-29,CPRT,0.01445879351517836,0.04,0.7788256219482734,22.420000076293945
2016-01-29,COST,0.014494092560313598,0.04,0.7714284626873651,22.420000076293945
2016-02-29,KO,0.01047285582579267,0.04,0.5921145343642682,19.809999465942383
2016-02-29,MCD,0.010658635214238998,0.04,0.7956835122875747,19.809999465942383
2016-02-29,PM,0.01077216106388037,0.04,0.7272644667600714,19.809999465942383
2016-02-29,RMD,0.012321046968637006,0.04,0.691740781771131,19.809999465942383
2016-02-29,T,0.012430407420996704,0.04,0.6763185955646189,19.809999465942383
2016-02-29,PEP,0.012550555783214045,0.04,0.6930077781175686,19.809999465942383
2016-02-29,MO,0.01263356358999923,0.04,0.7036894254389252,19.809999465942383
2016-02-29,DTE,0.012679255236697173,0.04,0.6095958706938759,19.809999465942383
2016-02-29,SPG,0.013201717199297525,0.04,0.7640165133648381,19.809999465942383
2016-02-29,WEC,0.013381739273984828,0.04,0.5681534981846377,19.809999465942383
2016-02-29,D,0.013440901927846083,0.04,0.5013631139581364,19.809999465942383
2016-02-29,XEL,0.013473996348273998,0.04,0.5234090685276436,19.809999465942383
2016-02-29,ES,0.013748798728512934,0.04,0.5638355111722757,19.809999465942383
2016-02-29,EQR,0.013961898474416045,0.04,0.8100476951376975,19.809999465942383
2016-02-29,MCK,0.014133333818524108,0.04,0.7972698203903645,19.809999465942383
2016-02-29,ED,0.014149003034630292,0.04,0.4040463341800678,19.809999465942383
2016-02-29,NVR,0.014667433737476188,0.04,0.6295095037302648,19.809999465942383
2016-02-29,SRE,0.014879735538171212,0.04,0.6740361600730078,19.809999465942383
2016-02-29,JNJ,0.014939903651454456,0.04,0.7971120699623464,19.809999465942383
2016-02-29,REG,0.01523735748301629,0.04,0.7718258547670833,19.809999465942383
2016-02-29,VZ,0.015304382461026078,0.04,0.7265180684566666,19.809999465942383
2016-02-29,KMB,0.015471868792061683,0.04,0.8007304450680826,19.809999465942383
2016-02-29,PG,0.015511244753628218,0.04,0.71144228118831,19.809999465942383
2016-02-29,CMS,0.015514608118375416,0.04,0.5791082362767619,19.809999465942383
2016-02-29,CCI,0.015553201605164445,0.04,0.7576686434382798,19.809999465942383
2016-03-31,CHD,0.006402167426081196,0.04,0.66635437844838,13.5600004196167
2016-03-31,DPZ,0.00712874339694416,0.04,0.7668250858398151,13.5600004196167
2016-03-31,ALLE,0.007318979773198109,0.04,1.0275822591792096,13.5600004196167
2016-03-31,LMT,0.007325390699782375,0.04,0.6835961615851041,13.5600004196167
2016-03-31,JNJ,0.007423083379922746,0.04,0.7581583307241079,13.5600004196167
2016-03-31,KMB,0.007975582399882076,0.04,0.7632925741814348,13.5600004196167
2016-03-31,WM,0.008102728733551112,0.04,0.6585924517692158,13.5600004196167
2016-03-31,SJM,0.008259809433836463,0.04,0.6549168926142962,13.5600004196167
2016-03-31,EL,0.00849200334427116,0.04,0.8258772446708238,13.5600004196167
2016-03-31,CCI,0.008528930679254376,0.04,0.7437134309324951,13.5600004196167
2016-03-31,CLX,0.008728695000116105,0.04,0.5931569251667981,13.5600004196167
2016-03-31,RSG,0.00890201940938513,0.04,0.7267752807657666,13.5600004196167
2016-03-31,VMC,0.009064536783243548,0.04,1.2193113679560874,13.5600004196167
2016-03-31,T,0.00912012697837552,0.04,0.6430130941027488,13.5600004196167
2016-03-31,LII,0.00916063058671428,0.04,0.8096022517722965,13.5600004196167
2016-03-31,PEP,0.009207308952405891,0.04,0.6661924955171618,13.5600004196167
2016-03-31,SYY,0.0093105459215864,0.04,0.48519455226659763,13.5600004196167
2016-03-31,TJX,0.009510826815141682,0.04,0.8443893032834114,13.5600004196167
2016-03-31,EXPD,0.009550579055623,0.04,0.8167422100894185,13.5600004196167
2016-03-31,GRMN,0.009825339693141855,0.04,1.016692398265255,13.5600004196167
2016-03-31,HSY,0.00987512341103618,0.04,0.6576107300024606,13.5600004196167
2016-03-31,GIS,0.009878255619079245,0.04,0.7002607768800116,13.5600004196167
2016-03-31,PG,0.00995562119266218,0.04,0.6703311792345923,13.5600004196167
2016-03-31,CL,0.010134887734059994,0.04,0.824015395844922,13.5600004196167
2016-03-31,MSI,0.010204098511012071,0.04,0.7280940414048611,13.5600004196167
2016-04-29,GE,0.0051144585143229285,0.04,0.9944011896591791,15.220000267028809
2016-04-29,MSI,0.005519767959137001,0.04,0.7424894109656666,15.220000267028809
2016-04-29,KLAC,0.005902870081824663,0.04,0.8567221742729128,15.220000267028809
2016-04-29,AZO,0.006245594423017397,0.04,0.74820977558086,15.220000267028809
2016-04-29,SO,0.006765012508625645,0.04,0.3765081022527812,15.220000267028809
2016-04-29,MMM,0.006829255922297372,0.04,0.8021549535661021,15.220000267028809
2016-04-29,SYY,0.006941751848026367,0.04,0.4892446761434253,15.220000267028809
2016-04-29,ADP,0.006947483526221187,0.04,1.020708170863688,15.220000267028809
2016-04-29,CTAS,0.007020447156825105,0.04,0.8723086003319815,15.220000267028809
2016-04-29,D,0.00717694275961942,0.04,0.44242312508476284,15.220000267028809
2016-04-29,JKHY,0.0073449143419735295,0.04,0.7552959587357704,15.220000267028809
2016-04-29,ATO,0.00738086395755424,0.04,0.46129184455722205,15.220000267028809
2016-04-29,ETR,0.007641283381360431,0.04,0.5688434043121676,15.220000267028809
2016-04-29,ROP,0.007721542458499542,0.04,0.9676633312313448,15.220000267028809
2016-04-29,FISV,0.00784560510815111,0.04,1.061935183545739,15.220000267028809
2016-04-29,PG,0.008038686653019943,0.04,0.6645728851255951,15.220000267028809
