signal_date,execution_date,symbol,reason,top_k,detail,spy_above_ma,vs,challenger_score,incumbent_score,needed,cash,weight,replaced
2005-11-30,2005-12-01,GLD,trend_inconsistent,,,,,,,,,,
2005-11-30,2005-12-01,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,
2005-12-30,2006-01-03,SPY,trend_inconsistent,,,,,,,,,,
2005-12-30,2006-01-03,QQQ,trend_inconsistent,,,,,,,,,,
2005-12-30,2006-01-03,IWM,trend_inconsistent,,,,,,,,,,
2005-12-30,2006-01-03,GLD,trend_inconsistent,,,,,,,,,,
2005-12-30,2006-01-03,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,
2006-01-31,2006-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-02-28,2006-03-01,QQQ,trend_inconsistent,,,,,,,,,,
2006-02-28,2006-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-02-28,2006-03-01,SPY,hysteresis_block,,,,IWM,0.061323333451466545,0.12461849636522797,0.13084942118348938,,,
2006-03-31,2006-04-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-03-31,2006-04-03,QQQ,hysteresis_block,,,,IWM,0.10973211878851137,0.2223605207283293,0.23347854676474578,,,
2006-04-28,2006-05-01,QQQ,trend_inconsistent,,,,,,,,,,
2006-04-28,2006-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-04-28,2006-05-01,SPY,hysteresis_block,,,,IWM,0.09720075501841233,0.2170871080633702,0.2279414634665387,,,
2006-05-31,2006-06-01,SPY,trend_inconsistent,,,,,,,,,,
2006-05-31,2006-06-01,QQQ,below_ma,,,,,,,,,,
2006-05-31,2006-06-01,IWM,trend_inconsistent,,,,,,,,,,
2006-05-31,2006-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-05-31,2006-06-01,IWM,incumbent_ineligible,,,,,,,,,,
2006-05-31,2006-06-01,,cash_fill,,,,,,,,BIL,0.5,
2006-06-30,2006-07-03,SPY,trend_inconsistent,,,,,,,,,,
2006-06-30,2006-07-03,QQQ,below_ma,,,,,,,,,,
2006-06-30,2006-07-03,IWM,trend_inconsistent,,,,,,,,,,
2006-06-30,2006-07-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-06-30,2006-07-03,,cash_fill,,,,,,,,BIL,0.5,
2006-07-31,2006-08-01,SPY,trend_inconsistent,,,,,,,,,,
2006-07-31,2006-08-01,QQQ,below_ma,,,,,,,,,,
2006-07-31,2006-08-01,IWM,below_ma,,,,,,,,,,
2006-07-31,2006-08-01,GLD,trend_inconsistent,,,,,,,,,,
2006-07-31,2006-08-01,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,
2006-08-31,2006-09-01,QQQ,below_ma,,,,,,,,,,
2006-08-31,2006-09-01,IWM,trend_inconsistent,,,,,,,,,,
2006-08-31,2006-09-01,GLD,trend_inconsistent,,,,,,,,,,
2006-08-31,2006-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-08-31,2006-09-01,,cash_fill,,,,,,,,BIL,0.5,
2006-09-29,2006-10-02,QQQ,trend_inconsistent,,,,,,,,,,
2006-09-29,2006-10-02,IWM,trend_inconsistent,,,,,,,,,,
2006-09-29,2006-10-02,GLD,below_ma,,,,,,,,,,
2006-09-29,2006-10-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-09-29,2006-10-02,,cash_fill,,,,,,,,BIL,0.5,
2006-10-31,2006-11-01,GLD,below_ma,,,,,,,,,,
2006-10-31,2006-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-10-31,2006-11-01,IWM,fill_vacancy,,,,,,,,,,
2006-10-31,2006-11-01,QQQ,hysteresis_block,,,,SPY,0.09902880864168892,0.12126416467020035,0.12732737290371038,,,
2006-11-30,2006-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-11-30,2006-12-01,GLD,hysteresis_replace,,,,,0.1555273413228485,0.12176627181179497,0.12785458540238473,,,SPY
2006-11-30,2006-12-01,QQQ,hysteresis_block,,,,IWM,0.11097478362306021,0.12315712905994708,0.12931498551294443,,,
2006-12-29,2007-01-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2006-12-29,2007-01-03,SPY,hysteresis_replace,,,,,0.13464567065621058,0.09066494854191527,0.09519819596901104,,,GLD
2006-12-29,2007-01-03,QQQ,hysteresis_block,,,,SPY,0.12783414737031876,0.13464567065621058,0.1413779541890211,,,
2007-01-31,2007-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-01-31,2007-02-01,QQQ,hysteresis_block,,,,IWM,0.10253419097880263,0.11197421563915727,0.11757292642111514,,,
2007-02-28,2007-03-01,QQQ,trend_inconsistent,,,,,,,,,,
2007-02-28,2007-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-02-28,2007-03-01,GLD,hysteresis_replace,,,,,0.14498909425757994,0.08428683098098291,0.08850117253003206,,,SPY
2007-03-30,2007-04-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-03-30,2007-04-02,SPY,hysteresis_replace,,,,,0.0698247033525643,0.05210589010062697,0.05471118460565832,,,IWM
2007-03-30,2007-04-02,QQQ,hysteresis_block,,,,SPY,0.031072096573524454,0.0698247033525643,0.07331593852019251,,,
2007-04-30,2007-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-04-30,2007-05-01,QQQ,hysteresis_replace,,,,,0.06796078459938766,0.03744983315284141,0.03932232481048348,,,GLD
2007-04-30,2007-05-01,IWM,hysteresis_block,,,,QQQ,0.05282088915115311,0.06796078459938766,0.07135882382935704,,,
2007-05-31,2007-06-01,GLD,trend_inconsistent,,,,,,,,,,
2007-05-31,2007-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-05-31,2007-06-01,IWM,hysteresis_block,,,,SPY,0.12337209318520523,0.14200087530564984,0.14910091907093234,,,
2007-06-29,2007-07-02,GLD,trend_inconsistent,,,,,,,,,,
2007-06-29,2007-07-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-06-29,2007-07-02,IWM,hysteresis_block,,,,SPY,0.09676642616440408,0.11452654181691968,0.12025286890776567,,,
2007-07-31,2007-08-01,SPY,trend_inconsistent,,,,,,,,,,
2007-07-31,2007-08-01,IWM,below_ma,,,,,,,,,,
2007-07-31,2007-08-01,VEA,below_ma,,,,,,,,,,
2007-07-31,2007-08-01,GLD,trend_inconsistent,,,,,,,,,,
2007-07-31,2007-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-07-31,2007-08-01,SPY,incumbent_ineligible,,,,,,,,,,
2007-07-31,2007-08-01,,cash_fill,,,,,,,,BIL,0.5,
2007-08-31,2007-09-04,SPY,trend_inconsistent,,,,,,,,,,
2007-08-31,2007-09-04,IWM,below_ma,,,,,,,,,,
2007-08-31,2007-09-04,VEA,below_ma,,,,,,,,,,
2007-08-31,2007-09-04,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-08-31,2007-09-04,GLD,fill_vacancy,,,,,,,,,,
2007-09-28,2007-10-01,IWM,trend_inconsistent,,,,,,,,,,
2007-09-28,2007-10-01,VEA,below_ma,,,,,,,,,,
2007-09-28,2007-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-09-28,2007-10-01,SPY,hysteresis_block,,,,GLD,0.08840862293471252,0.15184963983058825,0.15944212182211767,,,
2007-10-31,2007-11-01,VEA,below_ma,,,,,,,,,,
2007-10-31,2007-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-10-31,2007-11-01,SPY,hysteresis_block,,,,QQQ,0.06804574923819477,0.21592907179244789,0.22672552538207028,,,
2007-11-30,2007-12-03,SPY,trend_inconsistent,,,,,,,,,,
2007-11-30,2007-12-03,IWM,below_ma,,,,,,,,,,
2007-11-30,2007-12-03,VEA,below_ma,,,,,,,,,,
2007-11-30,2007-12-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2007-12-31,2008-01-02,SPY,below_ma,,,,,,,,,,
2007-12-31,2008-01-02,QQQ,trend_inconsistent,,,,,,,,,,
2007-12-31,2008-01-02,IWM,below_ma,,,,,,,,,,
2007-12-31,2008-01-02,VEA,below_ma,,,,,,,,,,
2007-12-31,2008-01-02,,regime_topk,2.0,fixed_topk,False,,,,,,,
2007-12-31,2008-01-02,QQQ,incumbent_ineligible,,,,,,,,,,
2007-12-31,2008-01-02,,cash_fill,,,,,,,,BIL,0.5,
2008-01-31,2008-02-01,SPY,below_ma,,,,,,,,,,
2008-01-31,2008-02-01,QQQ,below_ma,,,,,,,,,,
2008-01-31,2008-02-01,IWM,below_ma,,,,,,,,,,
2008-01-31,2008-02-01,VEA,below_ma,,,,,,,,,,
2008-01-31,2008-02-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2008-01-31,2008-02-01,,cash_fill,,,,,,,,BIL,0.5,
2008-02-29,2008-03-03,SPY,below_ma,,,,,,,,,,
2008-02-29,2008-03-03,QQQ,below_ma,,,,,,,,,,
2008-02-29,2008-03-03,IWM,below_ma,,,,,,,,,,
2008-02-29,2008-03-03,VEA,below_ma,,,,,,,,,,
2008-02-29,2008-03-03,,regime_topk,2.0,fixed_topk,False,,,,,,,
2008-02-29,2008-03-03,,cash_fill,,,,,,,,BIL,0.5,
2008-03-31,2008-04-01,SPY,below_ma,,,,,,,,,,
2008-03-31,2008-04-01,QQQ,below_ma,,,,,,,,,,
2008-03-31,2008-04-01,IWM,below_ma,,,,,,,,,,
2008-03-31,2008-04-01,VEA,below_ma,,,,,,,,,,
2008-03-31,2008-04-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2008-03-31,2008-04-01,,cash_fill,,,,,,,,BIL,0.5,
2008-04-30,2008-05-01,SPY,below_ma,,,,,,,,,,
2008-04-30,2008-05-01,QQQ,below_ma,,,,,,,,,,
2008-04-30,2008-05-01,IWM,below_ma,,,,,,,,,,
2008-04-30,2008-05-01,VEA,below_ma,,,,,,,,,,
2008-04-30,2008-05-01,GLD,trend_inconsistent,,,,,,,,,,
2008-04-30,2008-05-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2008-05-30,2008-06-02,SPY,below_ma,,,,,,,,,,
2008-05-30,2008-06-02,QQQ,trend_inconsistent,,,,,,,,,,
2008-05-30,2008-06-02,IWM,trend_inconsistent,,,,,,,,,,
2008-05-30,2008-06-02,VEA,trend_inconsistent,,,,,,,,,,
2008-05-30,2008-06-02,GLD,trend_inconsistent,,,,,,,,,,
2008-05-30,2008-06-02,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2008-06-30,2008-07-01,SPY,below_ma,,,,,,,,,,
2008-06-30,2008-07-01,QQQ,below_ma,,,,,,,,,,
2008-06-30,2008-07-01,IWM,below_ma,,,,,,,,,,
2008-06-30,2008-07-01,VEA,below_ma,,,,,,,,,,
2008-06-30,2008-07-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2008-06-30,2008-07-01,,cash_fill,,,,,,,,BIL,0.5,
2008-07-31,2008-08-01,SPY,below_ma,,,,,,,,,,
2008-07-31,2008-08-01,QQQ,below_ma,,,,,,,,,,
2008-07-31,2008-08-01,IWM,below_ma,,,,,,,,,,
2008-07-31,2008-08-01,VEA,below_ma,,,,,,,,,,
2008-07-31,2008-08-01,GLD,trend_inconsistent,,,,,,,,,,
2008-07-31,2008-08-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2008-08-29,2008-09-02,SPY,below_ma,,,,,,,,,,
2008-08-29,2008-09-02,QQQ,below_ma,,,,,,,,,,
2008-08-29,2008-09-02,IWM,trend_inconsistent,,,,,,,,,,
2008-08-29,2008-09-02,VEA,below_ma,,,,,,,,,,
2008-08-29,2008-09-02,GLD,below_ma,,,,,,,,,,
2008-08-29,2008-09-02,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2008-09-30,2008-10-01,SPY,below_ma,,,,,,,,,,
2008-09-30,2008-10-01,QQQ,below_ma,,,,,,,,,,
2008-09-30,2008-10-01,IWM,below_ma,,,,,,,,,,
2008-09-30,2008-10-01,VEA,below_ma,,,,,,,,,,
2008-09-30,2008-10-01,GLD,below_ma,,,,,,,,,,
2008-09-30,2008-10-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2008-10-31,2008-11-03,SPY,below_ma,,,,,,,,,,
2008-10-31,2008-11-03,QQQ,below_ma,,,,,,,,,,
2008-10-31,2008-11-03,IWM,below_ma,,,,,,,,,,
2008-10-31,2008-11-03,VEA,below_ma,,,,,,,,,,
2008-10-31,2008-11-03,GLD,below_ma,,,,,,,,,,
2008-10-31,2008-11-03,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2008-11-28,2008-12-01,SPY,below_ma,,,,,,,,,,
2008-11-28,2008-12-01,QQQ,below_ma,,,,,,,,,,
2008-11-28,2008-12-01,IWM,below_ma,,,,,,,,,,
2008-11-28,2008-12-01,VEA,below_ma,,,,,,,,,,
2008-11-28,2008-12-01,GLD,below_ma,,,,,,,,,,
2008-11-28,2008-12-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2008-12-31,2009-01-02,SPY,below_ma,,,,,,,,,,
2008-12-31,2009-01-02,QQQ,below_ma,,,,,,,,,,
2008-12-31,2009-01-02,IWM,below_ma,,,,,,,,,,
2008-12-31,2009-01-02,VEA,below_ma,,,,,,,,,,
2008-12-31,2009-01-02,GLD,trend_inconsistent,,,,,,,,,,
2008-12-31,2009-01-02,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2009-01-30,2009-02-02,SPY,below_ma,,,,,,,,,,
2009-01-30,2009-02-02,QQQ,below_ma,,,,,,,,,,
2009-01-30,2009-02-02,IWM,below_ma,,,,,,,,,,
2009-01-30,2009-02-02,VEA,below_ma,,,,,,,,,,
2009-01-30,2009-02-02,GLD,trend_inconsistent,,,,,,,,,,
2009-01-30,2009-02-02,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2009-02-27,2009-03-02,SPY,below_ma,,,,,,,,,,
2009-02-27,2009-03-02,QQQ,below_ma,,,,,,,,,,
2009-02-27,2009-03-02,IWM,below_ma,,,,,,,,,,
2009-02-27,2009-03-02,VEA,below_ma,,,,,,,,,,
2009-02-27,2009-03-02,GLD,trend_inconsistent,,,,,,,,,,
2009-02-27,2009-03-02,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2009-03-31,2009-04-01,SPY,below_ma,,,,,,,,,,
2009-03-31,2009-04-01,QQQ,below_ma,,,,,,,,,,
2009-03-31,2009-04-01,IWM,below_ma,,,,,,,,,,
2009-03-31,2009-04-01,VEA,below_ma,,,,,,,,,,
2009-03-31,2009-04-01,GLD,trend_inconsistent,,,,,,,,,,
2009-03-31,2009-04-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2009-04-30,2009-05-01,SPY,below_ma,,,,,,,,,,
2009-04-30,2009-05-01,QQQ,trend_inconsistent,,,,,,,,,,
2009-04-30,2009-05-01,IWM,below_ma,,,,,,,,,,
2009-04-30,2009-05-01,VEA,below_ma,,,,,,,,,,
2009-04-30,2009-05-01,GLD,trend_inconsistent,,,,,,,,,,
2009-04-30,2009-05-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,
2009-05-29,2009-06-01,SPY,below_ma,,,,,,,,,,
2009-05-29,2009-06-01,QQQ,trend_inconsistent,,,,,,,,,,
2009-05-29,2009-06-01,IWM,below_ma,,,,,,,,,,
2009-05-29,2009-06-01,VEA,trend_inconsistent,,,,,,,,,,
2009-05-29,2009-06-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2009-05-29,2009-06-01,,cash_fill,,,,,,,,BIL,0.5,
2009-06-30,2009-07-01,SPY,trend_inconsistent,,,,,,,,,,
2009-06-30,2009-07-01,QQQ,trend_inconsistent,,,,,,,,,,
2009-06-30,2009-07-01,IWM,trend_inconsistent,,,,,,,,,,
2009-06-30,2009-07-01,VEA,trend_inconsistent,,,,,,,,,,
2009-06-30,2009-07-01,GLD,trend_inconsistent,,,,,,,,,,
2009-06-30,2009-07-01,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,
2009-07-31,2009-08-03,SPY,trend_inconsistent,,,,,,,,,,
2009-07-31,2009-08-03,QQQ,trend_inconsistent,,,,,,,,,,
2009-07-31,2009-08-03,IWM,trend_inconsistent,,,,,,,,,,
2009-07-31,2009-08-03,VEA,trend_inconsistent,,,,,,,,,,
2009-07-31,2009-08-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2009-07-31,2009-08-03,,cash_fill,,,,,,,,BIL,0.5,
2009-08-31,2009-09-01,SPY,trend_inconsistent,,,,,,,,,,
2009-08-31,2009-09-01,QQQ,trend_inconsistent,,,,,,,,,,
2009-08-31,2009-09-01,IWM,trend_inconsistent,,,,,,,,,,
2009-08-31,2009-09-01,VEA,trend_inconsistent,,,,,,,,,,
2009-08-31,2009-09-01,GLD,trend_inconsistent,,,,,,,,,,
2009-08-31,2009-09-01,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,
2009-09-30,2009-10-01,SPY,trend_inconsistent,,,,,,,,,,
2009-09-30,2009-10-01,IWM,trend_inconsistent,,,,,,,,,,
2009-09-30,2009-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2009-10-30,2009-11-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2009-10-30,2009-11-02,GLD,hysteresis_replace,,,,,0.2143611370758233,0.1826451809179499,0.1917774399638474,,,VEA
2009-10-30,2009-11-02,SPY,hysteresis_block,,,,QQQ,0.11742768316711198,0.1969494517524935,0.2067969243401182,,,
2009-11-30,2009-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2009-11-30,2009-12-01,VEA,hysteresis_block,,,,QQQ,0.2810417813182585,0.32064297850946494,0.3366751274349382,,,
2009-12-31,2010-01-04,,regime_topk,2.0,fixed_topk,True,,,,,,,
2009-12-31,2010-01-04,IWM,hysteresis_block,,,,GLD,0.1924531805326858,0.18584334289232998,0.19513551003694649,,,
2010-01-29,2010-02-01,VEA,trend_inconsistent,,,,,,,,,,
2010-01-29,2010-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2010-01-29,2010-02-01,IWM,hysteresis_replace,,,,,0.18228974429215436,0.1448621957583318,0.1521053055462484,,,GLD
2010-01-29,2010-02-01,SPY,hysteresis_block,,,,IWM,0.16587721481091525,0.18228974429215436,0.19140423150676208,,,
2010-02-26,2010-03-01,VEA,trend_inconsistent,,,,,,,,,,
2010-02-26,2010-03-01,GLD,trend_inconsistent,,,,,,,,,,
2010-02-26,2010-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2010-02-26,2010-03-01,SPY,hysteresis_block,,,,IWM,0.24568361101357833,0.27816789640783357,0.29207629122822526,,,
2010-03-31,2010-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2010-03-31,2010-04-01,SPY,hysteresis_block,,,,QQQ,0.2846626521081441,0.3458965574386558,0.36319138531058864,,,
2010-04-30,2010-05-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2010-04-30,2010-05-03,SPY,hysteresis_block,,,,QQQ,0.2091188229124398,0.25749556123160966,0.27037033929319015,,,
2010-05-28,2010-06-01,SPY,trend_inconsistent,,,,,,,,,,
2010-05-28,2010-06-01,VEA,below_ma,,,,,,,,,,
2010-05-28,2010-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2010-05-28,2010-06-01,GLD,hysteresis_replace,,,,,0.15899462024173178,0.11676472116973381,0.12260295722822051,,,QQQ
2010-06-30,2010-07-01,SPY,below_ma,,,,,,,,,,
2010-06-30,2010-07-01,QQQ,below_ma,,,,,,,,,,
2010-06-30,2010-07-01,IWM,below_ma,,,,,,,,,,
2010-06-30,2010-07-01,VEA,below_ma,,,,,,,,,,
2010-06-30,2010-07-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2010-06-30,2010-07-01,IWM,incumbent_ineligible,,,,,,,,,,
2010-06-30,2010-07-01,,cash_fill,,,,,,,,BIL,0.5,
2010-07-30,2010-08-02,SPY,trend_inconsistent,,,,,,,,,,
2010-07-30,2010-08-02,QQQ,trend_inconsistent,,,,,,,,,,
2010-07-30,2010-08-02,IWM,trend_inconsistent,,,,,,,,,,
2010-07-30,2010-08-02,VEA,trend_inconsistent,,,,,,,,,,
2010-07-30,2010-08-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2010-07-30,2010-08-02,,cash_fill,,,,,,,,BIL,0.5,
2010-08-31,2010-09-01,SPY,below_ma,,,,,,,,,,
2010-08-31,2010-09-01,QQQ,below_ma,,,,,,,,,,
2010-08-31,2010-09-01,IWM,below_ma,,,,,,,,,,
2010-08-31,2010-09-01,VEA,below_ma,,,,,,,,,,
2010-08-31,2010-09-01,,regime_topk,2.0,fixed_topk,False,,,,,,,
2010-08-31,2010-09-01,,cash_fill,,,,,,,,BIL,0.5,
2010-09-30,2010-10-01,SPY,trend_inconsistent,,,,,,,,,,
2010-09-30,2010-10-01,VEA,trend_inconsistent,,,,,,,,,,
2010-09-30,2010-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2010-09-30,2010-10-01,QQQ,fill_vacancy,,,,,,,,,,
2010-09-30,2010-10-01,IWM,hysteresis_block,,,,QQQ,0.0223016001269774,0.07038096965590648,0.07390001813870181,,,
2010-10-29,2010-11-01,IWM,trend_inconsistent,,,,,,,,,,
2010-10-29,2010-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2010-10-29,2010-11-01,VEA,hysteresis_block,,,,GLD,0.1647090939466043,0.18673725103196065,0.1960741135835587,,,
2010-11-30,2010-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2010-11-30,2010-12-01,IWM,hysteresis_replace,,,,,0.22548216650646014,0.13617069682465122,0.14297923166588378,,,GLD
2010-11-30,2010-12-01,SPY,hysteresis_block,,,,QQQ,0.1320743100740734,0.21610560030932632,0.22691088032479265,,,
2010-12-31,2011-01-03,,regime_topk,2.0,fixed_topk,True,,,,,,,
2010-12-31,2011-01-03,GLD,hysteresis_replace,,,,,0.23776716273599613,0.19695667052781732,0.2068045040542082,,,QQQ
2010-12-31,2011-01-03,SPY,hysteresis_block,,,,IWM,0.15173460459009674,0.23475798781443258,0.24649588720515422,,,
2011-01-31,2011-02-01,GLD,trend_inconsistent,,,,,,,,,,
2011-01-31,2011-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2011-01-31,2011-02-01,GLD,incumbent_ineligible,,,,,,,,,,
2011-01-31,2011-02-01,QQQ,fill_vacancy,,,,,,,,,,
2011-01-31,2011-02-01,SPY,hysteresis_block,,,,QQQ,0.22965934833558815,0.3048204677321179,0.32006149111872384,,,
2011-02-28,2011-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2011-02-28,2011-03-01,SPY,hysteresis_block,,,,QQQ,0.1940605773304655,0.22883818379202836,0.24028009298162978,,,
2011-03-31,2011-04-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2011-03-31,2011-04-01,GLD,hysteresis_block,,,,QQQ,0.14623853241577317,0.14419972854879184,0.15140971497623143,,,
2011-04-29,2011-05-02,,regime_topk,2.0,fixed_topk,True,,,,,,,
2011-04-29,2011-05-02,GLD,hysteresis_replace,,,,,0.20342836774675951,0.16738515499647763,0.17575441274630152,,,QQQ
2011-04-29,2011-05-02,VEA,hysteresis_block,,,,GLD,0.19601329818229893,0.20342836774675951,0.2135997861340975,,,
2011-05-31,2011-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,
2011-05-31,2011-06-01,VEA,hysteresis_replace,,,,,0.17083736718783107,0.15073116220619376,0.15826772031650346,,,GLD
2011-05-31,2011-06-01,QQQ,hysteresis_block,,,,IWM,0.16073641413807976,0.17060325474806973,0.17913341748547323,,,
2011-06-30,2011-07-01,QQQ,trend_inconsistent,,,,,,,,,,
