signal_date,execution_date,symbol,reason,top_k,detail,spy_above_ma,category,winner,replaced,challenger_score,incumbent_score,needed,vs,cash,weight
2005-08-31,2005-09-01,IEF,below_ma,,,,,,,,,,,,
2005-08-31,2005-09-01,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,,,
2005-09-30,2005-10-03,SPY,below_ma,,,,,,,,,,,,
2005-09-30,2005-10-03,QQQ,below_ma,,,,,,,,,,,,
2005-09-30,2005-10-03,IWM,below_ma,,,,,,,,,,,,
2005-09-30,2005-10-03,VWO,below_ma,,,,,,,,,,,,
2005-09-30,2005-10-03,GLD,below_ma,,,,,,,,,,,,
2005-09-30,2005-10-03,IEF,below_ma,,,,,,,,,,,,
2005-09-30,2005-10-03,,regime_topk,0.0,all_risk_below_ma,False,,,,,,,,,
2005-10-31,2005-11-01,SPY,score_missing,,,,,,,,,,,,
2005-10-31,2005-11-01,QQQ,score_missing,,,,,,,,,,,,
2005-10-31,2005-11-01,IWM,score_missing,,,,,,,,,,,,
2005-10-31,2005-11-01,VWO,below_ma,,,,,,,,,,,,
2005-10-31,2005-11-01,GLD,score_missing,,,,,,,,,,,,
2005-10-31,2005-11-01,IEF,below_ma,,,,,,,,,,,,
2005-10-31,2005-11-01,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,,,
2005-11-30,2005-12-01,SPY,score_missing,,,,,,,,,,,,
2005-11-30,2005-12-01,QQQ,score_missing,,,,,,,,,,,,
2005-11-30,2005-12-01,IWM,score_missing,,,,,,,,,,,,
2005-11-30,2005-12-01,VWO,below_ma,,,,,,,,,,,,
2005-11-30,2005-12-01,GLD,score_missing,,,,,,,,,,,,
2005-11-30,2005-12-01,IEF,below_ma,,,,,,,,,,,,
2005-11-30,2005-12-01,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,,,
2005-12-30,2006-01-03,SPY,score_missing,,,,,,,,,,,,
2005-12-30,2006-01-03,QQQ,score_missing,,,,,,,,,,,,
2005-12-30,2006-01-03,IWM,score_missing,,,,,,,,,,,,
2005-12-30,2006-01-03,VWO,score_missing,,,,,,,,,,,,
2005-12-30,2006-01-03,GLD,score_missing,,,,,,,,,,,,
2005-12-30,2006-01-03,IEF,score_missing,,,,,,,,,,,,
2005-12-30,2006-01-03,,regime_topk,0.0,all_risk_below_ma,True,,,,,,,,,
2006-01-31,2006-02-01,VWO,score_missing,,,,,,,,,,,,
2006-01-31,2006-02-01,IEF,below_ma,,,,,,,,,,,,
2006-01-31,2006-02-01,SPY,category_capped,,,,us,IWM,,,,,,,
2006-01-31,2006-02-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2006-01-31,2006-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-02-28,2006-03-01,VWO,score_missing,,,,,,,,,,,,
2006-02-28,2006-03-01,IEF,below_ma,,,,,,,,,,,,
2006-02-28,2006-03-01,SPY,category_capped,,,,us,IWM,,,,,,,
2006-02-28,2006-03-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2006-02-28,2006-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-03-31,2006-04-03,IEF,below_ma,,,,,,,,,,,,
2006-03-31,2006-04-03,SPY,category_capped,,,,us,IWM,,,,,,,
2006-03-31,2006-04-03,QQQ,category_capped,,,,us,IWM,,,,,,,
2006-03-31,2006-04-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-03-31,2006-04-03,VWO,hysteresis_replace,,,,,,GLD,24.68768760568751,21.51411057986636,22.58981610885968,,,
2006-04-28,2006-05-01,IEF,below_ma,,,,,,,,,,,,
2006-04-28,2006-05-01,SPY,category_capped,,,,us,IWM,,,,,,,
2006-04-28,2006-05-01,QQQ,category_capped,,,,us,IWM,,,,,,,
2006-04-28,2006-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-04-28,2006-05-01,GLD,hysteresis_replace,,,,,,IWM,24.53741322950797,22.923621429117492,24.069802500573367,,,
2006-05-31,2006-06-01,QQQ,below_ma,,,,,,,,,,,,
2006-05-31,2006-06-01,IEF,below_ma,,,,,,,,,,,,
2006-05-31,2006-06-01,SPY,category_capped,,,,us,IWM,,,,,,,
2006-05-31,2006-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-05-31,2006-06-01,IWM,hysteresis_block,,,,,,,10.689119158374137,10.8340857954402,11.375790085212211,VWO,,
2006-06-30,2006-07-03,QQQ,below_ma,,,,,,,,,,,,
2006-06-30,2006-07-03,IEF,below_ma,,,,,,,,,,,,
2006-06-30,2006-07-03,IWM,category_capped,,,,us,SPY,,,,,,,
2006-06-30,2006-07-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-06-30,2006-07-03,SPY,hysteresis_block,,,,,,,4.627063980109157,4.732246697391813,4.9688590322614035,VWO,,
2006-07-31,2006-08-01,QQQ,below_ma,,,,,,,,,,,,
2006-07-31,2006-08-01,IWM,below_ma,,,,,,,,,,,,
2006-07-31,2006-08-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2006-07-31,2006-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-07-31,2006-08-01,SPY,hysteresis_block,,,,,,,2.6588254054359437,4.0375746813902795,4.239453415459794,VWO,,
2006-08-31,2006-09-01,QQQ,below_ma,,,,,,,,,,,,
2006-08-31,2006-09-01,IWM,category_capped,,,,us,SPY,,,,,,,
2006-08-31,2006-09-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2006-08-31,2006-09-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-08-31,2006-09-01,SPY,hysteresis_replace,,,,,,VWO,5.486968086306312,5.048554104197162,5.300981809407021,,,
2006-09-29,2006-10-02,GLD,below_ma,,,,,,,,,,,,
2006-09-29,2006-10-02,QQQ,category_capped,,,,us,SPY,,,,,,,
2006-09-29,2006-10-02,IWM,category_capped,,,,us,SPY,,,,,,,
2006-09-29,2006-10-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-09-29,2006-10-02,GLD,incumbent_ineligible,,,,,,,,,,,,
2006-09-29,2006-10-02,IEF,fill_vacancy,,,,,,,,,,,,
2006-09-29,2006-10-02,VWO,hysteresis_block,,,,,,,1.8818831328211254,9.65451560798489,10.137241388384135,SPY,,
2006-10-31,2006-11-01,GLD,below_ma,,,,,,,,,,,,
2006-10-31,2006-11-01,QQQ,category_capped,,,,us,SPY,,,,,,,
2006-10-31,2006-11-01,IWM,category_capped,,,,us,SPY,,,,,,,
2006-10-31,2006-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-10-31,2006-11-01,VWO,hysteresis_block,,,,,,,16.53142603025144,20.130143695816233,21.136650880607046,IEF,,
2006-11-30,2006-12-01,QQQ,category_capped,,,,us,SPY,,,,,,,
2006-11-30,2006-12-01,IWM,category_capped,,,,us,SPY,,,,,,,
2006-11-30,2006-12-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2006-11-30,2006-12-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-11-30,2006-12-01,VWO,hysteresis_block,,,,,,,22.065465527536688,21.70347612171869,22.788649927804627,IEF,,
2006-12-29,2007-01-03,QQQ,category_capped,,,,us,SPY,,,,,,,
2006-12-29,2007-01-03,IWM,category_capped,,,,us,SPY,,,,,,,
2006-12-29,2007-01-03,GLD,category_capped,,,,defensive,IEF,,,,,,,
2006-12-29,2007-01-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2006-12-29,2007-01-03,VWO,hysteresis_replace,,,,,,IEF,25.863824145461944,11.467700096444894,12.04108510126714,,,
2007-01-31,2007-02-01,QQQ,category_capped,,,,us,SPY,,,,,,,
2007-01-31,2007-02-01,IWM,category_capped,,,,us,SPY,,,,,,,
2007-01-31,2007-02-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2007-01-31,2007-02-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-01-31,2007-02-01,GLD,hysteresis_block,,,,,,,7.90034725196924,15.804752036412049,16.59498963823265,VWO,,
2007-02-28,2007-03-01,QQQ,category_capped,,,,us,SPY,,,,,,,
2007-02-28,2007-03-01,IWM,category_capped,,,,us,SPY,,,,,,,
2007-02-28,2007-03-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2007-02-28,2007-03-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-02-28,2007-03-01,IEF,hysteresis_replace,,,,,,VWO,12.449481933313388,10.381438518764922,10.900510444703169,,,
2007-03-30,2007-04-02,QQQ,category_capped,,,,us,SPY,,,,,,,
2007-03-30,2007-04-02,IWM,category_capped,,,,us,SPY,,,,,,,
2007-03-30,2007-04-02,GLD,category_capped,,,,defensive,IEF,,,,,,,
2007-03-30,2007-04-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-03-30,2007-04-02,VWO,hysteresis_block,,,,,,,8.833168499384348,8.521211720039236,8.9472723060412,SPY,,
2007-04-30,2007-05-01,QQQ,category_capped,,,,us,SPY,,,,,,,
2007-04-30,2007-05-01,IWM,category_capped,,,,us,SPY,,,,,,,
2007-04-30,2007-05-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2007-04-30,2007-05-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-04-30,2007-05-01,VWO,hysteresis_block,,,,,,,7.053450311927939,12.042153221375296,12.644260882444062,SPY,,
2007-05-31,2007-06-01,QQQ,category_capped,,,,us,SPY,,,,,,,
2007-05-31,2007-06-01,IWM,category_capped,,,,us,SPY,,,,,,,
2007-05-31,2007-06-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2007-05-31,2007-06-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-05-31,2007-06-01,VWO,hysteresis_replace,,,,,,IEF,18.119491726530843,13.978785357288782,14.677724625153221,,,
2007-06-29,2007-07-02,IEF,below_ma,,,,,,,,,,,,
2007-06-29,2007-07-02,SPY,category_capped,,,,us,QQQ,,,,,,,
2007-06-29,2007-07-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2007-06-29,2007-07-02,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-06-29,2007-07-02,SPY,incumbent_ineligible,,,,,,,,,,,,
2007-06-29,2007-07-02,QQQ,fill_vacancy,,,,,,,,,,,,
2007-06-29,2007-07-02,GLD,hysteresis_block,,,,,,,1.693296728387511,18.98382398494154,19.93301518418862,QQQ,,
2007-07-31,2007-08-01,IWM,below_ma,,,,,,,,,,,,
2007-07-31,2007-08-01,VEA,below_ma,,,,,,,,,,,,
2007-07-31,2007-08-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2007-07-31,2007-08-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2007-07-31,2007-08-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-07-31,2007-08-01,IEF,hysteresis_block,,,,,,,8.855522773395942,20.01942079365062,21.020391833333154,QQQ,,
2007-08-31,2007-09-04,IWM,below_ma,,,,,,,,,,,,
2007-08-31,2007-09-04,VEA,below_ma,,,,,,,,,,,,
2007-08-31,2007-09-04,SPY,category_capped,,,,us,QQQ,,,,,,,
2007-08-31,2007-09-04,GLD,category_capped,,,,defensive,IEF,,,,,,,
2007-08-31,2007-09-04,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-08-31,2007-09-04,IEF,hysteresis_block,,,,,,,13.386891779687126,13.5032479003439,14.178410295361097,VWO,,
2007-09-28,2007-10-01,VEA,below_ma,,,,,,,,,,,,
2007-09-28,2007-10-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2007-09-28,2007-10-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2007-09-28,2007-10-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2007-09-28,2007-10-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-09-28,2007-10-01,GLD,hysteresis_replace,,,,,,QQQ,17.980640291515158,15.097366071547258,15.852234375124622,,,
2007-10-31,2007-11-01,VEA,below_ma,,,,,,,,,,,,
2007-10-31,2007-11-01,SPY,category_capped,,,,us,QQQ,,,,,,,
2007-10-31,2007-11-01,IWM,category_capped,,,,us,QQQ,,,,,,,
2007-10-31,2007-11-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2007-10-31,2007-11-01,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-10-31,2007-11-01,QQQ,hysteresis_block,,,,,,,17.488773937537964,21.449054913742533,22.52150765942966,VWO,,
2007-11-30,2007-12-03,IWM,below_ma,,,,,,,,,,,,
2007-11-30,2007-12-03,VEA,below_ma,,,,,,,,,,,,
2007-11-30,2007-12-03,SPY,category_capped,,,,us,QQQ,,,,,,,
2007-11-30,2007-12-03,GLD,category_capped,,,,defensive,IEF,,,,,,,
2007-11-30,2007-12-03,,regime_topk,2.0,fixed_topk,True,,,,,,,,,
2007-11-30,2007-12-03,GLD,incumbent_ineligible,,,,,,,,,,,,
2007-11-30,2007-12-03,IEF,fill_vacancy,,,,,,,,,,,,
2007-11-30,2007-12-03,QQQ,hysteresis_block,,,,,,,7.773568859454571,11.09171642419853,11.646302245408457,VWO,,
2007-12-31,2008-01-02,SPY,below_ma,,,,,,,,,,,,
2007-12-31,2008-01-02,IWM,below_ma,,,,,,,,,,,,
2007-12-31,2008-01-02,VEA,below_ma,,,,,,,,,,,,
2007-12-31,2008-01-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2007-12-31,2008-01-02,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2007-12-31,2008-01-02,IEF,incumbent_ineligible,,,,,,,,,,,,
2007-12-31,2008-01-02,GLD,fill_vacancy,,,,,,,,,,,,
2007-12-31,2008-01-02,QQQ,hysteresis_block,,,,,,,7.946465896456386,8.422298977053277,8.843413925905942,VWO,,
2008-01-31,2008-02-01,SPY,below_ma,,,,,,,,,,,,
2008-01-31,2008-02-01,QQQ,below_ma,,,,,,,,,,,,
2008-01-31,2008-02-01,IWM,below_ma,,,,,,,,,,,,
2008-01-31,2008-02-01,VEA,below_ma,,,,,,,,,,,,
2008-01-31,2008-02-01,VWO,below_ma,,,,,,,,,,,,
2008-01-31,2008-02-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2008-01-31,2008-02-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-01-31,2008-02-01,VWO,incumbent_ineligible,,,,,,,,,,,,
2008-01-31,2008-02-01,,cash_fill,,,,,,,,,,,BIL,0.5
2008-02-29,2008-03-03,SPY,below_ma,,,,,,,,,,,,
2008-02-29,2008-03-03,QQQ,below_ma,,,,,,,,,,,,
2008-02-29,2008-03-03,IWM,below_ma,,,,,,,,,,,,
2008-02-29,2008-03-03,VEA,below_ma,,,,,,,,,,,,
2008-02-29,2008-03-03,VWO,below_ma,,,,,,,,,,,,
2008-02-29,2008-03-03,IEF,category_capped,,,,defensive,GLD,,,,,,,
2008-02-29,2008-03-03,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-02-29,2008-03-03,,cash_fill,,,,,,,,,,,BIL,0.5
2008-03-31,2008-04-01,SPY,below_ma,,,,,,,,,,,,
2008-03-31,2008-04-01,QQQ,below_ma,,,,,,,,,,,,
2008-03-31,2008-04-01,IWM,below_ma,,,,,,,,,,,,
2008-03-31,2008-04-01,VEA,below_ma,,,,,,,,,,,,
2008-03-31,2008-04-01,VWO,below_ma,,,,,,,,,,,,
2008-03-31,2008-04-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2008-03-31,2008-04-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-03-31,2008-04-01,GLD,incumbent_ineligible,,,,,,,,,,,,
2008-03-31,2008-04-01,IEF,fill_vacancy,,,,,,,,,,,,
2008-03-31,2008-04-01,,cash_fill,,,,,,,,,,,BIL,0.5
2008-04-30,2008-05-01,SPY,below_ma,,,,,,,,,,,,
2008-04-30,2008-05-01,QQQ,below_ma,,,,,,,,,,,,
2008-04-30,2008-05-01,IWM,below_ma,,,,,,,,,,,,
2008-04-30,2008-05-01,VEA,below_ma,,,,,,,,,,,,
2008-04-30,2008-05-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2008-04-30,2008-05-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-04-30,2008-05-01,IEF,incumbent_ineligible,,,,,,,,,,,,
2008-04-30,2008-05-01,GLD,fill_vacancy,,,,,,,,,,,,
2008-04-30,2008-05-01,VWO,fill_vacancy,,,,,,,,,,,,
2008-05-30,2008-06-02,SPY,below_ma,,,,,,,,,,,,
2008-05-30,2008-06-02,VEA,score_missing,,,,,,,,,,,,
2008-05-30,2008-06-02,IWM,category_capped,,,,us,QQQ,,,,,,,
2008-05-30,2008-06-02,IEF,category_capped,,,,defensive,GLD,,,,,,,
2008-05-30,2008-06-02,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-05-30,2008-06-02,QQQ,hysteresis_block,,,,,,,0.578314571368927,3.9919093950372924,4.191504864789157,VWO,,
2008-06-30,2008-07-01,SPY,below_ma,,,,,,,,,,,,
2008-06-30,2008-07-01,QQQ,below_ma,,,,,,,,,,,,
2008-06-30,2008-07-01,IWM,below_ma,,,,,,,,,,,,
2008-06-30,2008-07-01,VEA,below_ma,,,,,,,,,,,,
2008-06-30,2008-07-01,VWO,below_ma,,,,,,,,,,,,
2008-06-30,2008-07-01,IEF,category_capped,,,,defensive,GLD,,,,,,,
2008-06-30,2008-07-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-06-30,2008-07-01,VWO,incumbent_ineligible,,,,,,,,,,,,
2008-06-30,2008-07-01,,cash_fill,,,,,,,,,,,BIL,0.5
2008-07-31,2008-08-01,SPY,below_ma,,,,,,,,,,,,
2008-07-31,2008-08-01,QQQ,below_ma,,,,,,,,,,,,
2008-07-31,2008-08-01,IWM,below_ma,,,,,,,,,,,,
2008-07-31,2008-08-01,VEA,below_ma,,,,,,,,,,,,
2008-07-31,2008-08-01,VWO,below_ma,,,,,,,,,,,,
2008-07-31,2008-08-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2008-07-31,2008-08-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-07-31,2008-08-01,GLD,incumbent_ineligible,,,,,,,,,,,,
2008-07-31,2008-08-01,IEF,fill_vacancy,,,,,,,,,,,,
2008-07-31,2008-08-01,,cash_fill,,,,,,,,,,,BIL,0.5
2008-08-29,2008-09-02,SPY,below_ma,,,,,,,,,,,,
2008-08-29,2008-09-02,QQQ,below_ma,,,,,,,,,,,,
2008-08-29,2008-09-02,VEA,below_ma,,,,,,,,,,,,
2008-08-29,2008-09-02,VWO,below_ma,,,,,,,,,,,,
2008-08-29,2008-09-02,GLD,below_ma,,,,,,,,,,,,
2008-08-29,2008-09-02,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-08-29,2008-09-02,IWM,fill_vacancy,,,,,,,,,,,,
2008-09-30,2008-10-01,SPY,below_ma,,,,,,,,,,,,
2008-09-30,2008-10-01,QQQ,below_ma,,,,,,,,,,,,
2008-09-30,2008-10-01,IWM,below_ma,,,,,,,,,,,,
2008-09-30,2008-10-01,VEA,below_ma,,,,,,,,,,,,
2008-09-30,2008-10-01,VWO,below_ma,,,,,,,,,,,,
2008-09-30,2008-10-01,GLD,below_ma,,,,,,,,,,,,
2008-09-30,2008-10-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-09-30,2008-10-01,IWM,incumbent_ineligible,,,,,,,,,,,,
2008-09-30,2008-10-01,,cash_fill,,,,,,,,,,,BIL,0.5
2008-10-31,2008-11-03,SPY,below_ma,,,,,,,,,,,,
2008-10-31,2008-11-03,QQQ,below_ma,,,,,,,,,,,,
2008-10-31,2008-11-03,IWM,below_ma,,,,,,,,,,,,
2008-10-31,2008-11-03,VEA,below_ma,,,,,,,,,,,,
2008-10-31,2008-11-03,VWO,below_ma,,,,,,,,,,,,
2008-10-31,2008-11-03,GLD,below_ma,,,,,,,,,,,,
2008-10-31,2008-11-03,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-10-31,2008-11-03,,cash_fill,,,,,,,,,,,BIL,0.5
2008-11-28,2008-12-01,SPY,below_ma,,,,,,,,,,,,
2008-11-28,2008-12-01,QQQ,below_ma,,,,,,,,,,,,
2008-11-28,2008-12-01,IWM,below_ma,,,,,,,,,,,,
2008-11-28,2008-12-01,VEA,below_ma,,,,,,,,,,,,
2008-11-28,2008-12-01,VWO,below_ma,,,,,,,,,,,,
2008-11-28,2008-12-01,GLD,below_ma,,,,,,,,,,,,
2008-11-28,2008-12-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-11-28,2008-12-01,,cash_fill,,,,,,,,,,,BIL,0.5
2008-12-31,2009-01-02,SPY,below_ma,,,,,,,,,,,,
2008-12-31,2009-01-02,QQQ,below_ma,,,,,,,,,,,,
2008-12-31,2009-01-02,IWM,below_ma,,,,,,,,,,,,
2008-12-31,2009-01-02,VEA,below_ma,,,,,,,,,,,,
2008-12-31,2009-01-02,VWO,below_ma,,,,,,,,,,,,
2008-12-31,2009-01-02,GLD,category_capped,,,,defensive,IEF,,,,,,,
2008-12-31,2009-01-02,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2008-12-31,2009-01-02,,cash_fill,,,,,,,,,,,BIL,0.5
2009-01-30,2009-02-02,SPY,below_ma,,,,,,,,,,,,
2009-01-30,2009-02-02,QQQ,below_ma,,,,,,,,,,,,
2009-01-30,2009-02-02,IWM,below_ma,,,,,,,,,,,,
2009-01-30,2009-02-02,VEA,below_ma,,,,,,,,,,,,
2009-01-30,2009-02-02,VWO,below_ma,,,,,,,,,,,,
2009-01-30,2009-02-02,GLD,category_capped,,,,defensive,IEF,,,,,,,
2009-01-30,2009-02-02,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2009-01-30,2009-02-02,,cash_fill,,,,,,,,,,,BIL,0.5
2009-02-27,2009-03-02,SPY,below_ma,,,,,,,,,,,,
2009-02-27,2009-03-02,QQQ,below_ma,,,,,,,,,,,,
2009-02-27,2009-03-02,IWM,below_ma,,,,,,,,,,,,
2009-02-27,2009-03-02,VEA,below_ma,,,,,,,,,,,,
2009-02-27,2009-03-02,VWO,below_ma,,,,,,,,,,,,
2009-02-27,2009-03-02,GLD,category_capped,,,,defensive,IEF,,,,,,,
2009-02-27,2009-03-02,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2009-02-27,2009-03-02,,cash_fill,,,,,,,,,,,BIL,0.5
2009-03-31,2009-04-01,SPY,below_ma,,,,,,,,,,,,
2009-03-31,2009-04-01,QQQ,below_ma,,,,,,,,,,,,
2009-03-31,2009-04-01,IWM,below_ma,,,,,,,,,,,,
2009-03-31,2009-04-01,VEA,below_ma,,,,,,,,,,,,
2009-03-31,2009-04-01,VWO,below_ma,,,,,,,,,,,,
2009-03-31,2009-04-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2009-03-31,2009-04-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2009-03-31,2009-04-01,,cash_fill,,,,,,,,,,,BIL,0.5
2009-04-30,2009-05-01,SPY,below_ma,,,,,,,,,,,,
2009-04-30,2009-05-01,IWM,below_ma,,,,,,,,,,,,
2009-04-30,2009-05-01,VEA,below_ma,,,,,,,,,,,,
2009-04-30,2009-05-01,VWO,below_ma,,,,,,,,,,,,
2009-04-30,2009-05-01,GLD,category_capped,,,,defensive,IEF,,,,,,,
2009-04-30,2009-05-01,,regime_topk,2.0,fixed_topk,False,,,,,,,,,
2009-04-30,2009-05-01,QQQ,fill_vacancy,,,,,,,,,,,,
2009-05-29,2009-06-01,SPY,below_ma,,,,,,,,,,,,
2009-05-29,2009-06-01,IWM,below_ma,,,,,,,,,,,,
